Trail_name,Difficulty,Average_rating,number_of_reviews,Length,description,Tags,Est_time,latitude,longitude,current_temperature,current_windspeed,current_winddirection,current_weather_code,Length (in km),City,State,Country,Best_Season,tags_list
Chanderi Fort Trail via Karjat Road,Hard,4.6,5,Length: 17.2 km,,"Bird watching, Hiking, Mountain biking, Off-road driving, Road biking, Scenic driving, Partially paved, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Historic site, Scramble, Rocky",356.1056383,19.1666237,73.2389064,27.6,5.4,222.0,80.0,17.2,Badlapur,Maharashtra,India,October - February,"['bird watching', 'hiking', 'mountain biking', 'off-road driving', 'road biking', 'scenic driving', 'partially paved', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Kharghar Hill Road,Moderate,4.0,4,Length: 8.0 kmEst. 2h 6m,"This is a trail in Navi Mumbai at Kharghar hills. It has beautiful views with green environments all around. This trail starts nearby Belapur Village. There are many bird-watching opportunities here as well. It is one of the perfect trails for destressing. 
This trail can be completed on an MTB bicycle or even by walking. In the later section of the trail, there is a patch without pavement.","Bird watching, Hiking, Mountain biking, Running, Walking, Partially paved, Views, Wildflowers, Wildlife",126.0,19.0308262,73.0198537,27.2,11.7,236.0,80.0,8.0,Navi Mumbai,Maharashtra,India,October - February,"['bird watching', 'hiking', 'mountain biking', 'running', 'walking', 'partially paved', 'views', 'wildflowers', 'wildlife']"
St Patrick's Cathedral,Moderate,3.9,16,Length: 3.4 kmEst. 46m,"This is one of the Roman cathedrals in the Pune region near the Empress Gardens. It was built in 1850 to cater to the Irish Catholic soldiers. This particular place of worship was built by the many donations given by the people and soldiers in this location. Almost everyone donated their whole salaries to get this built in the 1850s. 
This is one of the fantastic locations for cycling, and a visit to the church just makes the whole experience even more worthwhile. This particular trail lies...","Road biking, Walking, Kid friendly, Paved, Views, Historic site, City walk",88.22094313,18.5213738,73.8545071,26.9,11.9,275.0,3.0,3.4,Pune,Maharashtra,India,October - February,"['road biking', 'walking', 'kid friendly', 'paved', 'views', 'historic site', 'city walk']"
Sabarmati Riverfront Walkway,Moderate,4.6,7,Length: 10.0 kmEst. 2h 15m,"This is one of the pathways that run alongside the Sabarmati river in Ahmedabad. Cool winds and amazing views can be seen over here, especially during the sunsets and sunrises. The walk alongside the river is amazing providing serenity and tranquility and a sense of peace and calm is just unmatched. These pathways run on both east and west side of the river. This is the east side of the river.","Bird watching, Hiking, Running, Walking, Kid friendly, Partially paved, River, Views, City walk",135.0,23.0215374,72.5800568,27.5,6.7,254.0,80.0,10.0,Ahmedabad,Gujarat,India,All Year,"['bird watching', 'hiking', 'running', 'walking', 'kid friendly', 'partially paved', 'river', 'views', 'city walk']"
Thalamalai Perumal Temple,Hard,4.3,6,Length: 6.3 kmEst. 3h 19m,"This is a beautiful temple that is located on top of the hill in the Thalamali hills.  It resembles the head of a person and that gives the name of this hill and temple. Spectacular lush green environments make up the surroundings of this temple. Various species of birds can be observed from over here with a few glimpses of some small animals. Other than the amazing environment this temple is dedicated to Lord Vishnu in the form of Nallendra Perumal. 
Various myths and legends are also...","Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Historic site, Rocky",199.0,11.3033889,78.118604,29.9,15.5,257.0,3.0,6.3,Namakkal,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'rocky']"
Kalyani Nagar Double Loop,Easy,4.0,45,Length: 5.6 km,"This trail takes you around the city of Pune, specifically nearby Kalyani Nagar. There are multiple cafes and pubs on this trail, and takes you through the city with well-paved roads. It is an excellent trail to cover during the morning hours as, during the day, traffic on the road increases. This region is pretty scenic during monsoons, although might become a little hard to cover on a cycle. 
This trail begins from Suncity (Shivaji Maharaj Chowk) Bus Stop, which can be reached by buses,...","Road biking, Paved, City walk, Pub walk",130.9271989,18.5213738,73.8545071,26.9,11.9,275.0,3.0,5.6,Pune,Maharashtra,India,October - February,"['road biking', 'paved', 'city walk', 'pub walk']"
Tikona Peak Trail,Moderate,4.5,4,Length: 2.1 km,"Tikona Peak, also known as Vitangad, is one of the dominant forts in Maval. The name of the hill comes from the shape of the mountain, which is a triangle, and in Hindi, the triangle directly translates to Tikona. Few of the structures in this complex date back to almost 7th-8th AD. Mentions of the fort can be found after the Nizam Shahi dynasty conquered the fort. 
Since then, this fort has found many references throughout the years. This area is verdant with a myriad of species that reside...","Bird watching, Hiking, Cave, Forest, Lake, Views, Wildflowers, Wildlife, Historic site, Scramble, Off trail",62.98542837,18.5134117,73.5668846,25.4,3.8,221.0,80.0,2.1,Mulshi,Maharashtra,India,October - February,"['bird watching', 'hiking', 'cave', 'forest', 'lake', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'off trail']"
Matheran Loop,Hard,4.5,3,Length: 14.3 kmEst. 4h 12m,"Matheran is a small hill station in the Western Ghats that was established by the Britishers in the year 1850. This village doesn't allow vehicles, and the only way to reach it or rather reach Matheran town is by using the narrow-gauge railway line that the Central Government administers under the narrow-gauge heritage railway program.  
This spectacular hill station is lush green with an ecosystem that has remained untouched. The views are stunning, with a maritime climate that makes it a...","Bird watching, Hiking, Walking, Partially paved, Forest, Lake, River, Views, Waterfall, Wildflowers, Wildlife, City walk, Rocky",252.0,18.9127655,73.3228202,27.1,5.4,222.0,80.0,14.3,Karjat,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'partially paved', 'forest', 'lake', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'city walk', 'rocky']"
Surkanda Devi Temple,Moderate,4.0,5,Length: 2.3 kmEst. 1h 20m,"This legendary temple has a very mystical story associated with it. Sati, the daughter of King Daksha, was married to the Puranic god Shiva. King Daksha didn't like his daughter's choice, so he didn't call Shiva and Sati when he hosted a grand Vedic sacrifice. Because of this, Sati got furious and jumped into the sacrifice as she thought she was impure and would destroy it. 
As she was the incarnation of the mother goddess, she was reincarnated as Goddess Parvati. This made Shiva angry, and...","Hiking, Walking, Forest, River, Views, Wildflowers, Wildlife, Rocky",80.0,30.4582924,78.2083778,21.0,4.6,219.0,3.0,2.3,Dhanaulti,Uttarakhand,India,"March - June, September - November","['hiking', 'walking', 'forest', 'river', 'views', 'wildflowers', 'wildlife', 'rocky']"
Ghat Ki Guni Tunnel Top Hike,Moderate,5.0,5,Length: 3.7 kmEst. 1h 26m,"This is a beautiful trail in the vicinity of Jaipur that takes on top of the Ghat Ki Ghuni Tunnel. Fewer people traverse on this trail therefore serenity and tranquility of this location are just uncomparable. Few species of birds and animals can be spotted here but nothing out of ordinary. Vegetation consists majorly of thorny shrubs with few occasional trees. The views that one can observe here are very beautiful with sunset and sunrises, in particular, being out of this world.","Hiking, Walking, Forest, Views, Wildflowers, Wildlife",86.0,26.9154576,75.8189817,28.5,5.8,277.0,80.0,3.7,Jaipur,Rajasthan,India,All Year,"['hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife']"
MelmudiI Ranganathar Temple,Hard,4.9,7,Length: 10.9 kmEst. 4h 54m,"A beautiful trail near Coimbatore that ends at the MelmudiI Ranganathar Temple. MelmudiI Ranganathar Temple is an ancient temple and is highly revered. However, access to the public is only open during the Purattasi month is the sixth month according to the Tamil calendar. Regarding the Gregorian calendar, the sixth month of the Tamil calendar usually lies between August, September, or October.
It is a fabulous trail that goes through a thick forest, and to partake in a journey through these...","Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Historic site",294.0,11.0993875,76.9385529,25.0,8.7,218.0,61.0,10.9,Bilichi,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site']"
The Lost Lake - Nest Lake Trail,Moderate,3.8,5,Length: 16.9 km,"This trail is located near Gurgaon, Haryana, and is quite popular in the area. This trail is very much suitable for day picnics, morning walks, and mountain biking. Amidst all the hustle and bustle this place is rare to find where you can just sit and soak in the peaceful surroundings and enjoy the amazing change in scenery from the concrete jungle. 
This Trail begins from The Ark, Nadir's Dog Park and Cafe in Sector 59 which can be reached via taxi, cab, tuk-tuk, or a private vehicle. This...","Bird watching, Hiking, Mountain biking, Off-road driving, Walking, Backpacking, Via ferrata, Kid friendly, Partially paved, Forest, Lake, Views, Wildflowers, Rocky",350.2820579,28.4646148,77.0299194,29.3,4.3,156.0,3.0,16.9,Gurgaon,Haryana,India,All Year,"['bird watching', 'hiking', 'mountain biking', 'off-road driving', 'walking', 'backpacking', 'via ferrata', 'kid friendly', 'partially paved', 'forest', 'lake', 'views', 'wildflowers', 'rocky']"
Manikgad,Moderate,5.0,3,Length: 7.2 kmEst. 2h 7m,Manikgad is a mountain fortress and temple situated nearby Pune. There are some smaller hills in this area that makes up the backdrop of this location. Vegetation is pretty decent here with dense canopies and highly diverse environments. The chances of spotting animals are high in this region and many birds reside in this location as well hence making it an excellent area for bird watching. Manikgad fort and temple is a famous tourist site in this location. Not a lot is known about the fort...,"Bird watching, Hiking, Walking, Forest, Views, Wildflowers, Wildlife, Historic site",127.0,18.787747,73.3438185,27.0,5.4,222.0,80.0,7.2,Khopoli,Maharashtra,India,October - February,"['bird watching', 'hiking', 'walking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site']"
MelmudiI Ranganathar Temple Trail,Hard,3.9,3,Length: 17.7 km,"Melmudii Ragnathar is a Temple located near Coimbatore dedicated to Lord Vishnu. This is a highly revered temple that is visited by thousands of pilgrims. 
The temple only opens up during the Puratassi Maas (Puratassi Month), which usually lies from mid-September to mid-October. Puratassi is a month that is believed to be the month during which Lord Venkateshwar appeared on Earth, making it very auspicious. 
Apart from that, this region, in general, is very beautiful and comprises of some...","Bird watching, Hiking, Forest, Views, Wildflowers, Wildlife, Historic site, Scramble, Rocky",365.8116055,11.0018115,76.9628425,23.7,17.1,229.0,61.0,17.7,Coimbatore,Tamil Nadu,India,November - February,"['bird watching', 'hiking', 'forest', 'views', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
Visapur Fort Loop,Moderate,5.0,2,Length: 7.4 km,"Visapur Fort is a fort in the vicinity of Visapur village. It is part of the Lohagad-Visapur fortification and was built during 1713 - 1720 by Balaji Vishwanath, one of the first Peshwa of the Maratha Empire. This fort was built even before the Lohagad Fort. Due to its vicinity to Lohagad and height, the British first charged and occupied Visapur Fort and then attacked Lohagad from Visapur, resulting in the fall of both forts. 
Other than the detailed history, it has beautiful surroundings...","Camping, Bird watching, Hiking, Walking, Backpacking, Cave, Forest, River, Views, Waterfall, Wildflowers, Wildlife, Historic site, Scramble, Rocky",165.8686808,18.7669374,73.5524324,24.5,7.0,258.0,3.0,7.4,Kamshet,Maharashtra,India,October - February,"['camping', 'bird watching', 'hiking', 'walking', 'backpacking', 'cave', 'forest', 'river', 'views', 'waterfall', 'wildflowers', 'wildlife', 'historic site', 'scramble', 'rocky']"
